stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Employment_to_population - 1 yr,[1][0].value,31449600,0,float,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",employment,https://api.worldbank.org/v2/country/WLD/indicator/SL.EMP.TOTL.SP.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Energy_imports - 1 yr,[1][0].value,31449600,0,float,Energy imports,energy,https://api.worldbank.org/v2/country/WLD/indicator/EG.IMP.CONS.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Energy_Select_Sector_SPDR - 1 day( 5/week ),,86400,0,float,Energy Select Sector SPDR Daily Prices,price,https://www.alphavantage.co/query?function=TIME_SERIES_DAILY&symbol=XLE&outputsize=full,https://www.alphavantage.co/query?function=TIME_SERIES_DAILY&symbol=XLE&outputsize=full&apikey=YOUR_API_KEY,,,"def postRequestHook(response): return float(sorted(response.json()['Time Series (Daily)'].items(), key=lambda x: __import__('datetime').datetime.strptime(x[0], '%Y-%m-%d'))[-1][1]['1. open']) if response.text != '' and response.json()['Time Series (Daily)'] else None"
Energy_use - 1 yr,[1][0].value,31449600,0,float,Energy use,energy,https://api.worldbank.org/v2/country/WLD/indicator/EG.USE.PCAP.KG.OE?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Euro_Short_Term_Rate_Volume_Weighted_Trimmed_Mean_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,Euro Short Term Rate Volume Weighted Trimmed Mean Rate,rate,https://api.stlouisfed.org/fred/series/observations?series_id=ECBESTRVOLWGTTRMDMNRT&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=ECBESTRVOLWGTTRMDMNRT&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
European_Central_Bank_Deposit_Facility_Rate - 1 day,observations[-1].value,86400,0,float,European Central Bank Deposit Facility Rate,banks,https://api.stlouisfed.org/fred/series/observations?series_id=ECBDFR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=ECBDFR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Excess_reserves - 1 month,observations[-1].value,2592000,0,float,Excess reserves,reserves,https://api.stlouisfed.org/fred/series/observations?series_id=EXCSRESNS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=EXCSRESNS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Excess_Reserves_of_Depository_Institutions - 1 week,observations[-1].value,604800,0,float,Excess Reserves of Depository Institutions,reserves,https://api.stlouisfed.org/fred/series/observations?series_id=EXCSRESNW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=EXCSRESNW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Exports_of_goods_and_services - 1 yr,[1][0].value,31449600,0,float,Exports of goods and services,export,https://api.worldbank.org/v2/country/WLD/indicator/BX.GSR.GNFS.CD?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Exports_of_goods_and_services_percent_of_gdp  - 1 yr,[1][0].value,31449600,0,float,Exports of goods and services (% of GDP),export,https://api.worldbank.org/v2/country/WLD/indicator/NE.EXP.GNFS.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
External_balance_on_goods_and_services - 1 yr,[1][0].value,31449600,0,float,External balance on goods and services,services,https://api.worldbank.org/v2/country/WLD/indicator/NE.RSB.GNFS.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Farm_real_estate_loans - 3 months,observations[-1].value,7776000,0,float,Farm real estate loans,loan,https://api.stlouisfed.org/fred/series/observations?series_id=DRSFRMACBS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DRSFRMACBS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Fed_Swaps_with_Foreign_Central_Banks - 1 week,observations[-1].value,604800,0,float,Fed Swaps with Foreign Central Banks,banks,https://api.stlouisfed.org/fred/series/observations?series_id=SWPT&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SWPT&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Federal_Funds_Target_Range_Lower_Limit - 1 day,observations[-1].value,86400,0,float,Federal Funds Target Range Lower Limit,fed,https://api.stlouisfed.org/fred/series/observations?series_id=DFEDTARL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DFEDTARL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Federal_Funds_Target_Range_Upper_Limit - 1 day,observations[-1].value,86400,0,float,Federal Funds Target Range Upper Limit,fed,https://api.stlouisfed.org/fred/series/observations?series_id=DFEDTARU&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DFEDTARU&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Federal_Funds_Target_Rate - 1 day,observations[-1].value,86400,0,float,Federal Funds Target Rate,fed,https://api.stlouisfed.org/fred/series/observations?series_id=DFEDTAR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DFEDTAR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Federal_Government_Consumption_Expenditures_and_Gross_Investment - 3 months,observations[-1].value,7776000,0,float,Federal Government Consumption Expenditures and Gross Investment,government,https://api.stlouisfed.org/fred/series/observations?series_id=FGCEC1&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=FGCEC1&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Federal_Government_Current_Expenditures - 3 months,observations[-1].value,7776000,0,float,Federal Government Current Expenditures,government,https://api.stlouisfed.org/fred/series/observations?series_id=FGEXPND&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=FGEXPND&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Federal_government_current_tax_receipts - 3 months,observations[-1].value,7776000,0,float,Federal government current tax receipts,government,https://api.stlouisfed.org/fred/series/observations?series_id=W006RC1Q027SBEA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=W006RC1Q027SBEA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
